[Error] Viewport argument key "target-densitydpi" not recognized and ignored. (try.html, line 5)
[Log] Longitude: -75.70173950244855 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 592 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:08 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40496936911124 (try.html, line 34)
[Log] Longitude: -75.7013903412739 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 593 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:09 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40507735530119 (try.html, line 34)
[Log] Longitude: -75.70103750517389 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 594 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:10 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.405177819624896 (try.html, line 34)
[Log] Longitude: -75.70069337795618 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 595 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:11 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40528512809075 (try.html, line 34)
[Log] Longitude: -75.70034200019188 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 596 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:12 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40537829976867 (try.html, line 34)
[Log] Longitude: -75.70001731178192 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 597 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:13 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40549169384022 (try.html, line 34)
[Log] Longitude: -75.69964883992218 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 598 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:14 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40560495659366 (try.html, line 34)
[Log] Longitude: -75.6992937984354 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 599 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:15 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.405706945919846 (try.html, line 34)
[Log] Longitude: -75.69898142505893 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 600 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:16 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.405816206070284 (try.html, line 34)
[Log] Longitude: -75.69863866061014 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 601 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:17 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.405908012385005 (try.html, line 34)
[Log] Longitude: -75.69831999085255 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 602 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:18 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40601572539112 (try.html, line 34)
[Log] Longitude: -75.69797830835441 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 603 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:19 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40613274881152 (try.html, line 34)
[Log] Longitude: -75.69764838826522 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 604 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:20 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40627725835147 (try.html, line 34)
[Log] Longitude: -75.69730909699133 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 605 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:21 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40638426393085 (try.html, line 34)
[Log] Longitude: -75.69704445257223 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 606 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:22 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40652630834022 (try.html, line 34)
[Log] Longitude: -75.69664788904184 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 607 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:23 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.406656892392306 (try.html, line 34)
[Log] Longitude: -75.6963222651788 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 608 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:24 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.406792997424866 (try.html, line 34)
[Log] Longitude: -75.69597906440096 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 609 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:25 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.406925431494976 (try.html, line 34)
[Log] Longitude: -75.69568301558094 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 610 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:26 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40706008676943 (try.html, line 34)
[Log] Longitude: -75.69535142749147 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 611 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:27 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40720454887059 (try.html, line 34)
[Log] Longitude: -75.69500709890919 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 612 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:28 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.4073342883664 (try.html, line 34)
[Log] Longitude: -75.69467418510241 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 613 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:29 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.407469882923465 (try.html, line 34)
[Log] Longitude: -75.69435466208913 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 614 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:30 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40760556503233 (try.html, line 34)
[Log] Longitude: -75.69402785581545 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 615 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:31 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40774099562403 (try.html, line 34)
[Log] Longitude: -75.69370503060496 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 616 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:32 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40789537122939 (try.html, line 34)
[Log] Longitude: -75.69341887600882 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 617 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:33 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.408031914943585 (try.html, line 34)
[Log] Longitude: -75.69310463091735 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 618 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:34 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.408149424410134 (try.html, line 34)
[Log] Longitude: -75.692816443643 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 619 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:35 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.408323519288786 (try.html, line 34)
[Log] Longitude: -75.69248305272049 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 620 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:36 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40849922780427 (try.html, line 34)
[Log] Longitude: -75.69211333344943 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 621 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:37 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.408653993698614 (try.html, line 34)
[Log] Longitude: -75.69181965809209 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 622 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:38 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.408820227289894 (try.html, line 34)
[Log] Longitude: -75.69149707402134 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 623 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:39 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.408980296967 (try.html, line 34)
[Log] Longitude: -75.69116592414275 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 624 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:40 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.4091444146311 (try.html, line 34)
[Log] Longitude: -75.69082343957916 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 625 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:41 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40932215288785 (try.html, line 34)
[Log] Longitude: -75.69046058699087 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 626 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:42 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40947637990621 (try.html, line 34)
[Log] Longitude: -75.69012547850207 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 627 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:43 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.409641838674816 (try.html, line 34)
[Log] Longitude: -75.68978140137688 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 628 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:44 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.40978813332954 (try.html, line 34)
[Log] Longitude: -75.68948693441318 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 629 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:45 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.409942003076004 (try.html, line 34)
[Log] Longitude: -75.68913540020348 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 630 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:46 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41008885303458 (try.html, line 34)
[Log] Longitude: -75.68880116528739 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 631 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:47 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41024960534536 (try.html, line 34)
[Log] Longitude: -75.6884692458882 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 632 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:48 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41044410619287 (try.html, line 34)
[Log] Longitude: -75.68805502661829 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 633 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:49 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.410566195192075 (try.html, line 34)
[Log] Longitude: -75.68774867695572 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 634 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:50 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.410682019175 (try.html, line 34)
[Log] Longitude: -75.68743143129709 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 635 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:51 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41081941032994 (try.html, line 34)
[Log] Longitude: -75.68709411885 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 636 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:52 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.410964072851044 (try.html, line 34)
[Log] Longitude: -75.68675502248627 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 637 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:53 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41109631033335 (try.html, line 34)
[Log] Longitude: -75.68643959666628 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 638 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:54 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.411232949843324 (try.html, line 34)
[Log] Longitude: -75.68609850885811 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 639 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:55 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41135032369624 (try.html, line 34)
[Log] Longitude: -75.68576534823767 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 640 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:56 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41146329162894 (try.html, line 34)
[Log] Longitude: -75.68544271183548 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 641 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:57 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.411582884126496 (try.html, line 34)
[Log] Longitude: -75.68512735236374 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 642 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:58 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41170245553051 (try.html, line 34)
[Log] Longitude: -75.6848072149071 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 643 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:55:59 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41181759469513 (try.html, line 34)
[Log] Longitude: -75.68450050192823 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 644 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:00 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41193294934679 (try.html, line 34)
[Log] Longitude: -75.68419746108479 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 645 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:01 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.412045517906684 (try.html, line 34)
[Log] Longitude: -75.68388067500057 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 646 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:02 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41215703926818 (try.html, line 34)
[Log] Longitude: -75.68356393612834 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 647 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:03 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.412256348686086 (try.html, line 34)
[Log] Longitude: -75.68326334666425 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 648 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:04 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41236052864716 (try.html, line 34)
[Log] Longitude: -75.68298451202767 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 649 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:05 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41244575213554 (try.html, line 34)
[Log] Longitude: -75.68269188774548 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 650 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:06 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41252825374569 (try.html, line 34)
[Log] Longitude: -75.68243409726351 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 651 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:07 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41261567207199 (try.html, line 34)
[Log] Longitude: -75.68217113701517 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 652 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:08 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.4126874761903 (try.html, line 34)
[Log] Longitude: -75.68189771043461 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 653 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:09 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.412775952574904 (try.html, line 34)
[Log] Longitude: -75.68161640268816 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 654 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:10 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41287318789565 (try.html, line 34)
[Log] Longitude: -75.68134622712067 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 655 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:11 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.412962707906175 (try.html, line 34)
[Log] Longitude: -75.6810918205869 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 656 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:12 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.413061373999504 (try.html, line 34)
[Log] Longitude: -75.68081224809296 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 657 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:13 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41316489166444 (try.html, line 34)
[Log] Longitude: -75.68053285657112 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 658 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:14 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41327782419126 (try.html, line 34)
[Log] Longitude: -75.68024329004204 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 659 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:15 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.413398971218975 (try.html, line 34)
[Log] Longitude: -75.6799420550398 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 660 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:16 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41351520913239 (try.html, line 34)
[Log] Longitude: -75.67966666806977 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 661 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:17 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41362763510377 (try.html, line 34)
[Log] Longitude: -75.67943432248714 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 662 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:18 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.413762382273944 (try.html, line 34)
[Log] Longitude: -75.67913965329126 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 663 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:19 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41387331676242 (try.html, line 34)
[Log] Longitude: -75.67884075462415 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 664 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:20 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.4139927169731 (try.html, line 34)
[Log] Longitude: -75.6785533391644 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 665 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:21 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41410570502785 (try.html, line 34)
[Log] Longitude: -75.67828863866224 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 666 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:22 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.414226552456746 (try.html, line 34)
[Log] Longitude: -75.67802586495478 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 667 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:23 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41433255789905 (try.html, line 34)
[Log] Longitude: -75.67777411090822 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 668 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:24 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.414438110982786 (try.html, line 34)
[Log] Longitude: -75.6775286239388 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 669 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:25 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.414547892329665 (try.html, line 34)
[Log] Longitude: -75.6773439981748 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 670 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:26 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41463749487457 (try.html, line 34)
[Log] Longitude: -75.67712288356914 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 671 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:27 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.414722529282244 (try.html, line 34)
[Log] Longitude: -75.67690134986832 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 672 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:28 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41482202247289 (try.html, line 34)
[Log] Longitude: -75.67665911286666 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 673 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:29 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.414914962494194 (try.html, line 34)
[Log] Longitude: -75.67644013997031 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 674 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:30 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41498973514127 (try.html, line 34)
[Log] Longitude: -75.67622167719178 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 675 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:31 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41504038501993 (try.html, line 34)
[Log] Longitude: -75.6760429710409 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 676 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:32 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.415069657034955 (try.html, line 34)
[Log] Longitude: -75.67595961171428 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 677 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:33 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41508094247239 (try.html, line 34)
[Log] Longitude: -75.67585137942316 (try.html, line 35)
[Log] Accuracy: 10 (try.html, line 36)
[Log] 678 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:34 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41548025332895 (try.html, line 34)
[Log] Longitude: -75.67548992119326 (try.html, line 35)
[Log] Accuracy: 10 (try.html, line 36)
[Log] 679 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:35 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41520771574733 (try.html, line 34)
[Log] Longitude: -75.67523687153651 (try.html, line 35)
[Log] Accuracy: 10 (try.html, line 36)
[Log] 680 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:36 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41508496277538 (try.html, line 34)
[Log] Longitude: -75.67497233867242 (try.html, line 35)
[Log] Accuracy: 10 (try.html, line 36)
[Log] 681 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:37 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41506099053231 (try.html, line 34)
[Log] Longitude: -75.67473806447877 (try.html, line 35)
[Log] Accuracy: 10 (try.html, line 36)
[Log] 682 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:38 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.414852742148014 (try.html, line 34)
[Log] Longitude: -75.67474409944906 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 683 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:39 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.414668835039464 (try.html, line 34)
[Log] Longitude: -75.67460229567133 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 684 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:40 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41464283412536 (try.html, line 34)
[Log] Longitude: -75.67445232127824 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 685 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:41 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41463835871349 (try.html, line 34)
[Log] Longitude: -75.6742651805985 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 686 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:42 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.414661606414896 (try.html, line 34)
[Log] Longitude: -75.67405389579228 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 687 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:43 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41467350892163 (try.html, line 34)
[Log] Longitude: -75.67393507188316 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 688 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:44 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.414736295188455 (try.html, line 34)
[Log] Longitude: -75.67374037440878 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 689 (try.html, line 32)
